#,Date,Ch: 1 - Temperature   (°C ),Ch: 2 - Millivolts   (mv),pH  ,,,,
1,4/4/2022 12:30,15.56,-28.03,7.12,,,,
2,4/4/2022 12:45,15.37,-26.63,7.09,,,,
3,4/4/2022 13:00,15.37,-25.78,7.08,,,,
4,4/4/2022 13:15,15.39,-25.61,7.07,,,,
5,4/4/2022 13:30,15.41,-25.24,7.07,,,,
6,4/4/2022 13:45,15.44,-25.14,7.07,,,,
7,4/4/2022 14:00,15.46,-25.17,7.07,,,,
8,4/4/2022 14:15,15.49,-25.3,7.07,,,,
9,4/4/2022 14:30,15.53,-25.38,7.07,,,,
10,4/4/2022 14:45,15.58,-25.52,7.07,,,,
11,4/4/2022 15:00,15.63,-25.47,7.07,,,,
12,4/4/2022 15:15,15.68,-24.95,7.06,,,,
13,4/4/2022 15:30,15.72,-24.44,7.05,,,,
14,4/4/2022 15:45,15.77,-23.95,7.04,,,,
15,4/4/2022 16:00,15.82,-23.78,7.04,,,,
16,4/4/2022 16:15,15.84,-23.59,7.04,,,,
17,4/4/2022 16:30,15.89,-23.75,7.04,,,,
18,4/4/2022 16:45,15.91,-23.72,7.04,,,,
19,4/4/2022 17:00,15.96,-23.75,7.04,,,,
20,4/4/2022 17:15,15.99,-23.78,7.04,,,,
21,4/4/2022 17:30,16.01,-23.69,7.04,,,,
22,4/4/2022 17:45,16.01,-23.64,7.04,,,,
23,4/4/2022 18:00,16.01,-23.47,7.03,,,,
24,4/4/2022 18:15,16.01,-23.16,7.03,,,,
25,4/4/2022 18:30,16.01,-23.45,7.03,,,,
26,4/4/2022 18:45,16.01,-23.36,7.03,,,,
27,4/4/2022 19:00,15.99,-23.41,7.03,,,,
28,4/4/2022 19:15,15.99,-23.45,7.03,,,,
29,4/4/2022 19:30,15.99,-23.52,7.03,,,,
30,4/4/2022 19:45,15.96,-23.55,7.03,,,,
31,4/4/2022 20:00,15.96,-23.77,7.04,,,,
32,4/4/2022 20:15,15.94,-23.97,7.04,,,,
33,4/4/2022 20:30,15.91,-24.24,7.05,,,,
34,4/4/2022 20:45,15.89,-24.39,7.05,,,,
35,4/4/2022 21:00,15.87,-24.47,7.05,,,,
36,4/4/2022 21:15,15.84,-24.52,7.05,,,,
37,4/4/2022 21:30,15.82,-24.52,7.05,,,,
38,4/4/2022 21:45,15.8,-24.66,7.06,,,,
39,4/4/2022 22:00,15.77,-24.67,7.06,,,,
40,4/4/2022 22:15,15.77,-24.74,7.06,,,,
41,4/4/2022 22:30,15.75,-24.67,7.06,,,,
42,4/4/2022 22:45,15.72,-24.52,7.05,,,,
43,4/4/2022 23:00,15.7,-24.47,7.05,,,,
44,4/4/2022 23:15,15.68,-24.44,7.05,,,,
45,4/4/2022 23:30,15.68,-24.31,7.05,,,,
46,4/4/2022 23:45,15.65,-24.08,7.04,,,,
47,4/5/2022 0:00,15.63,-23.99,7.04,,,,
48,4/5/2022 0:15,15.63,-23.92,7.04,,,,
49,4/5/2022 0:30,15.6,-23.94,7.04,,,,
50,4/5/2022 0:45,15.58,-23.86,7.04,,,,
51,4/5/2022 1:00,15.56,-23.78,7.04,,,,
52,4/5/2022 1:15,15.56,-23.8,7.04,,,,
53,4/5/2022 1:30,15.53,-23.61,7.04,,,,
54,4/5/2022 1:45,15.51,-23.55,7.03,,,,
55,4/5/2022 2:00,15.51,-23.5,7.03,,,,
56,4/5/2022 2:15,15.49,-23.39,7.03,,,,
57,4/5/2022 2:30,15.46,-23.44,7.03,,,,
58,4/5/2022 2:45,15.44,-23.41,7.03,,,,
59,4/5/2022 3:00,15.44,-23.45,7.03,,,,
60,4/5/2022 3:15,15.41,-23.55,7.03,,,,
61,4/5/2022 3:30,15.39,-23.64,7.04,,,,
62,4/5/2022 3:45,15.39,-23.63,7.04,,,,
63,4/5/2022 4:00,15.37,-23.56,7.03,,,,
64,4/5/2022 4:15,15.34,-23.55,7.03,,,,
65,4/5/2022 4:30,15.34,-23.5,7.03,,,,
66,4/5/2022 4:45,15.32,-23.39,7.03,,,,
67,4/5/2022 5:00,15.29,-23.41,7.03,,,,
68,4/5/2022 5:15,15.29,-23.38,7.03,,,,
69,4/5/2022 5:30,15.27,-23.38,7.03,,,,
70,4/5/2022 5:45,15.27,-23.41,7.03,,,,
71,4/5/2022 6:00,15.25,-23.44,7.03,,,,
72,4/5/2022 6:15,15.25,-23.44,7.03,,,,
73,4/5/2022 6:30,15.22,-23.5,7.03,,,,
74,4/5/2022 6:45,15.22,-23.24,7.03,,,,
75,4/5/2022 7:00,15.2,-23.39,7.03,,,,
76,4/5/2022 7:15,15.2,-23.41,7.03,,,,
77,4/5/2022 7:30,15.17,-23.36,7.03,,,,
78,4/5/2022 7:45,15.17,-23.33,7.03,,,,
79,4/5/2022 8:00,15.17,-23.38,7.03,,,,
80,4/5/2022 8:15,15.17,-23.59,7.04,,,,
81,4/5/2022 8:30,15.17,-23.47,7.03,,,,
82,4/5/2022 8:45,15.17,-23.42,7.03,,,,
83,4/5/2022 9:00,15.17,-23.3,7.03,,,,
84,4/5/2022 9:15,15.17,-23.14,7.03,,,,
85,4/5/2022 9:30,15.17,-23.38,7.03,,,,
86,4/5/2022 9:45,15.17,-22.97,7.02,,,,
87,4/5/2022 10:00,15.2,-23.05,7.02,,,,
88,4/5/2022 10:15,15.2,-22.95,7.02,,,,
89,4/5/2022 10:30,15.22,-23.06,7.02,,,,
90,4/5/2022 10:45,15.25,-22.97,7.02,,,,
91,4/5/2022 11:00,15.29,-23.14,7.03,,,,
92,4/5/2022 11:15,15.37,-23.24,7.03,,,,
93,4/5/2022 11:30,15.41,-23.09,7.03,,,,
94,4/5/2022 11:45,15.49,-22.45,7.01,,,,
95,4/5/2022 12:00,15.58,-22.38,7.01,,,,
96,4/5/2022 12:15,15.68,-22.5,7.01,,,,
97,4/5/2022 12:30,15.75,-22.41,7.01,,,,
98,4/5/2022 12:45,15.84,-22.81,7.02,,,,
99,4/5/2022 13:00,15.91,-22.91,7.02,,,,
100,4/5/2022 13:15,15.99,-22.63,7.02,,,,
101,4/5/2022 13:30,16.06,-22.92,7.02,,,,
102,4/5/2022 13:45,16.13,-22.89,7.02,,,,
103,4/5/2022 14:00,16.2,-22.83,7.02,,,,
104,4/5/2022 14:15,16.27,-22.7,7.02,,,,
105,4/5/2022 14:30,16.32,-22.95,7.02,,,,
106,4/5/2022 14:45,16.39,-22.78,7.02,,,,
107,4/5/2022 15:00,16.44,-22.84,7.02,,,,
108,4/5/2022 15:15,16.49,-22.42,7.01,,,,
109,4/5/2022 15:30,16.51,-22.3,7.01,,,,
110,4/5/2022 15:45,16.53,-21.97,7,,,,
111,4/5/2022 16:00,16.56,-21.56,7,,,,
112,4/5/2022 16:15,16.61,-21.52,7,,,,
113,4/5/2022 16:30,16.63,-21.09,6.99,,,,
114,4/5/2022 16:45,16.65,-21.31,6.99,,,,
115,4/5/2022 17:00,16.68,-21.69,7,,,,
116,4/5/2022 17:15,16.7,-21.45,6.99,,,,
117,4/5/2022 17:30,16.72,-21.13,6.99,,,,
118,4/5/2022 17:45,16.77,-21.91,7,,,,
119,4/5/2022 18:00,16.77,-21.44,6.99,,,,
